mc_mti,mc_processing_code,mc_acquirer_bin,mc_issuer_bin,mc_merchant_category_code,mc_merchant_country_code,mc_card_acceptor_id_code,mc_card_acceptor_name_location,mc_transaction_currency_code,mc_settlement_currency_code,mc_transaction_amount,mc_settlement_amount,mc_exchange_rate,mc_presentment_date,mc_pos_entry_mode,mc_eci_indicator,mc_ucaf_collection_indicator,mc_cvv2_result_code,mc_avs_result_code,mc_cross_border_indicator,mc_retrieval_reference_number,mc_auth_id_response,interchange_fee,rate_pct,fixed_fee,downgraded,channel_type,eci_3ds_auth
1240,0,472459,559653,5541,GB,MID209101,Merchant 597|GB,EUR,EUR,482.83,482.83,1.0,6/26/2025 0:00,1,NA,0,M,Y,False,RRN2066079977,346442,7.34 EUR,1.50%,0.10 EUR,0,card_present_manual,0
1240,180000,446372,526975,4111,ES,MID582369,Demo Merchant 421|ES,RON,EUR,206.14,41.23,0.2,8/25/2025,81,07,0,U,Z,True,RRN8787798966,176662,1.14 EUR,2.40%,0.15 EUR,1,ecommerce_non3ds,0
1240,0,415837,552658,4511,GB,MID466521,Demo Merchant 541|GB,USD,USD,1334.78,1334.78,1.0,8/6/2025,81,00,0,N,N,False,RRN1668184963,132933,29.52 USD,2.20%,0.15 USD,1,ecommerce_non3ds,0
1240,0,461260,543117,5542,CA,MID250870,Merchant 456|CA,USD,USD,487.28,487.28,1.0,6/27/2025 0:00,5,NA,0,M,Y,False,RRN3726386468,906669,7.41 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,483976,555564,4111,FR,MID169218,Demo Merchant 714|FR,RON,RON,867.8,867.8,1.0,7/14/2025,81,00,2,M,A,False,RRN5536017294,328196,16.15 RON,1.85%,0.10 RON,0,ecommerce_non3ds,0
1240,0,479211,530378,5542,DE,MID578041,Merchant 372|DE,EUR,EUR,120.23,120.23,1.0,7/29/2025 0:00,90,NA,0,M,Y,True,RRN8375686316,282764,1.90 EUR,1.50%,0.10 EUR,0,card_present_contactless,0
1240,0,474077,514471,4511,FR,MID225177,Merchant 780|FR,EUR,EUR,189.12,189.12,1.0,8/27/2025 0:00,90,NA,0,M,Y,False,RRN2355337772,963714,2.94 EUR,1.50%,0.10 EUR,0,card_present_contactless,0
1240,0,422858,559649,4511,FR,MID108170,Merchant 850|FR,EUR,EUR,205.64,205.64,1.0,8/21/2025 0:00,5,NA,0,M,Y,False,RRN7753979674,856662,3.18 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,441144,533451,5411,DE,MID295640,Merchant 627|DE,EUR,EUR,406.95,406.95,1.0,7/8/2025 0:00,5,NA,0,M,Y,False,RRN3725000663,741410,6.20 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,491008,512888,4511,DE,MID795971,Merchant 258|DE,EUR,EUR,150.4,150.4,1.0,8/28/2025 0:00,90,NA,0,M,Y,False,RRN1111717065,502120,2.36 EUR,1.50%,0.10 EUR,0,card_present_contactless,0
1240,180000,457646,527741,4789,DE,MID723940,Demo Merchant 668|DE,RON,RON,365.22,365.22,1.0,8/28/2025,81,06,0,N,N,False,RRN6432305456,461323,8.18 RON,2.20%,0.15 RON,1,ecommerce_3ds,1
1240,0,452097,548640,5541,GB,MID978855,Merchant 462|GB,EUR,EUR,492.09,492.09,1.0,6/4/2025 0:00,2,NA,0,M,Y,False,RRN4004149252,528331,7.48 EUR,1.50%,0.10 EUR,0,card_present_swipe,0
1240,0,484524,556649,4511,CA,MID535562,Merchant 996|CA,EUR,EUR,148.35,148.35,1.0,8/22/2025 0:00,5,NA,0,M,Y,True,RRN3390179091,221801,2.33 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,474477,540408,5999,DE,MID391981,Demo Merchant 859|DE,RON,RON,382.02,382.02,1.0,8/10/2025,81,00,0,N,U,True,RRN5661759488,274943,9.32 RON,2.40%,0.15 RON,1,ecommerce_non3ds,0
1240,0,401632,552109,5999,US,MID402295,Merchant 751|US,EUR,EUR,135.7,135.7,1.0,7/14/2025 0:00,5,NA,0,M,Y,False,RRN4254011152,969594,2.14 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,416665,525383,5999,GB,MID422343,Demo Merchant 401|GB,USD,USD,1362.11,1362.11,1.0,7/27/2025,81,07,2,M,A,False,RRN4774085314,225878,25.30 USD,1.85%,0.10 USD,0,ecommerce_non3ds,0
1240,0,405362,523640,5999,US,MID923970,Merchant 147|US,EUR,EUR,74.58,74.58,1.0,7/16/2025 0:00,1,NA,0,M,Y,True,RRN7834471295,111732,1.22 EUR,1.50%,0.10 EUR,0,card_present_manual,0
1240,0,468478,519122,4511,GB,MID346506,Merchant 892|GB,EUR,EUR,310.17,310.17,1.0,6/7/2025 0:00,2,NA,0,M,Y,False,RRN8701027211,656358,4.75 EUR,1.50%,0.10 EUR,0,card_present_swipe,0
1240,0,431737,535176,5411,FR,MID178086,Merchant 132|FR,USD,USD,79.13,79.13,1.0,6/3/2025 0:00,2,NA,0,M,Y,False,RRN4874563172,968950,1.29 USD,1.50%,0.10 USD,0,card_present_swipe,0
1240,0,421960,515713,5999,GB,MID203261,Merchant 954|GB,USD,USD,239.24,239.24,1.0,8/25/2025 0:00,5,NA,0,M,Y,False,RRN2077140715,830097,3.69 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,435786,550959,4511,US,MID105538,Merchant 198|US,USD,USD,283.74,283.74,1.0,8/10/2025 0:00,90,NA,0,M,Y,False,RRN2006384233,100524,4.36 USD,1.50%,0.10 USD,0,card_present_contactless,0
1240,0,420202,524420,4789,AU,MID593465,Demo Merchant 518|AU,RON,RON,802.28,802.28,1.0,8/3/2025,81,07,2,U,Z,True,RRN8414997806,281932,19.40 RON,2.40%,0.15 RON,1,ecommerce_non3ds,0
1240,0,407289,546295,5542,CA,MID223214,Merchant 673|CA,EUR,EUR,73.3,73.3,1.0,6/25/2025 0:00,90,NA,0,M,Y,False,RRN4236282530,738513,1.20 EUR,1.50%,0.10 EUR,0,card_present_contactless,0
1240,0,447430,541810,5411,GB,MID711622,Merchant 590|GB,EUR,EUR,261.72,261.72,1.0,8/10/2025 0:00,90,NA,0,M,Y,False,RRN7900199327,315004,4.03 EUR,1.50%,0.10 EUR,0,card_present_contactless,0
1240,0,495518,541084,5541,DE,MID299644,Merchant 500|DE,EUR,EUR,144.57,144.57,1.0,6/28/2025 0:00,5,NA,0,M,Y,True,RRN1213213557,179564,2.27 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,448822,538058,5999,GB,MID607670,Merchant 521|GB,EUR,EUR,244.59,244.59,1.0,8/1/2025 0:00,1,NA,0,M,Y,False,RRN3804418060,536103,3.77 EUR,1.50%,0.10 EUR,0,card_present_manual,0
1240,0,422305,510210,5999,CA,MID216684,Merchant 790|CA,EUR,EUR,251.36,251.36,1.0,6/18/2025 0:00,5,NA,0,M,Y,False,RRN7496179178,562616,3.87 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,453440,520555,5541,GB,MID769744,Merchant 715|GB,USD,USD,152.53,152.53,1.0,8/5/2025 0:00,5,NA,0,M,Y,False,RRN2621618950,686203,2.39 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,497363,538118,5541,DE,MID283514,Merchant 269|DE,EUR,EUR,304.19,304.19,1.0,6/11/2025 0:00,1,NA,0,M,Y,False,RRN1136262867,735206,4.66 EUR,1.50%,0.10 EUR,0,card_present_manual,0
1240,0,444115,552059,4511,US,MID268386,Merchant 283|US,EUR,EUR,165.42,165.42,1.0,6/10/2025 0:00,90,NA,0,M,Y,False,RRN7571294730,482431,2.58 EUR,1.50%,0.10 EUR,0,card_present_contactless,0
1240,0,429862,536271,5999,FR,MID235462,Demo Merchant 332|FR,GBP,GBP,879.73,879.73,1.0,6/2/2025,81,00,0,N,A,False,RRN3352770376,645726,19.50 GBP,2.20%,0.15 GBP,1,ecommerce_non3ds,0
1240,0,486290,545188,5541,FR,MID143822,Merchant 109|FR,USD,USD,392.33,392.33,1.0,8/2/2025 0:00,5,NA,0,M,Y,False,RRN8401998072,805094,5.98 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,472317,549729,5411,US,MID299044,Merchant 353|US,EUR,EUR,449.1,449.1,1.0,6/18/2025 0:00,2,NA,0,M,Y,True,RRN1291980046,791204,6.84 EUR,1.50%,0.10 EUR,0,card_present_swipe,0
1240,0,413550,532462,5732,GB,MID930807,Demo Merchant 292|GB,CAD,CAD,397.61,397.61,1.0,7/24/2025,81,05,2,P,Z,False,RRN3880131943,113930,8.90 CAD,2.20%,0.15 CAD,1,ecommerce_3ds,1
1240,0,486466,542765,5999,US,MID118771,Merchant 993|US,EUR,EUR,136.55,136.55,1.0,7/10/2025 0:00,2,NA,0,M,Y,False,RRN5581282984,436818,2.15 EUR,1.50%,0.10 EUR,0,card_present_swipe,0
1240,0,475009,520535,5411,DE,MID266495,Merchant 132|DE,USD,USD,201.76,201.76,1.0,6/17/2025 0:00,5,NA,0,M,Y,True,RRN8348249919,954180,3.13 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,489576,543243,4511,FR,MID292871,Merchant 932|FR,EUR,EUR,450.86,450.86,1.0,7/24/2025 0:00,5,NA,0,M,Y,False,RRN8590874726,125436,6.86 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,420020,517477,5732,US,MID593069,Demo Merchant 212|US,USD,USD,1397.91,1397.91,1.0,6/5/2025,81,00,2,P,U,False,RRN3961096587,922630,30.90 USD,2.20%,0.15 USD,1,ecommerce_non3ds,0
1240,0,455533,515102,5411,DE,MID195591,Merchant 978|DE,USD,USD,400.53,400.53,1.0,8/24/2025 0:00,2,NA,0,M,Y,False,RRN1150471000,263711,6.11 USD,1.50%,0.10 USD,0,card_present_swipe,0
1240,0,486668,554272,5411,GB,MID239707,Merchant 766|GB,EUR,EUR,15.32,15.32,1.0,6/10/2025 0:00,2,NA,0,M,Y,False,RRN1965548739,946556,0.33 EUR,1.50%,0.10 EUR,0,card_present_swipe,0
1240,180000,431757,510646,5732,RO,MID619985,Demo Merchant 636|RO,RON,RON,231.81,231.81,1.0,6/11/2025,81,06,0,M,Y,False,RRN2666171698,365018,5.25 RON,2.20%,0.15 RON,1,ecommerce_3ds,1
1240,0,421468,545853,4511,GB,MID715449,Merchant 395|GB,EUR,EUR,251.33,251.33,1.0,6/11/2025 0:00,2,NA,0,M,Y,True,RRN6967115711,488780,3.87 EUR,1.50%,0.10 EUR,0,card_present_swipe,0
1240,0,427064,510166,4511,ES,MID944523,Demo Merchant 753|ES,CAD,CAD,1449.68,1449.68,1.0,8/13/2025,81,07,0,P,U,False,RRN8493690216,980397,32.04 CAD,2.20%,0.15 CAD,1,ecommerce_non3ds,0
1240,0,426240,535002,5542,DE,MID297236,Merchant 879|DE,EUR,EUR,167.17,167.17,1.0,6/26/2025 0:00,5,NA,0,M,Y,True,RRN7289024552,496494,2.61 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,451222,530712,5542,GB,MID293757,Merchant 765|GB,EUR,EUR,217.08,217.08,1.0,8/8/2025 0:00,90,NA,0,M,Y,False,RRN5381297398,250929,3.36 EUR,1.50%,0.10 EUR,0,card_present_contactless,0
1240,0,414257,524403,5541,US,MID219133,Merchant 696|US,USD,USD,140.32,140.32,1.0,8/16/2025 0:00,5,NA,0,M,Y,False,RRN6529039222,947222,2.20 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,426510,510834,4511,US,MID486938,Merchant 389|US,EUR,EUR,257.44,257.44,1.0,6/3/2025 0:00,90,NA,0,M,Y,False,RRN6223588370,994248,3.96 EUR,1.50%,0.10 EUR,0,card_present_contactless,0
1240,0,479917,533394,5542,DE,MID468041,Merchant 468|DE,EUR,EUR,330.17,330.17,1.0,8/19/2025 0:00,5,NA,0,M,Y,True,RRN2571999928,290583,5.05 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,479787,547201,5542,GB,MID857544,Merchant 289|GB,EUR,EUR,46.44,46.44,1.0,7/26/2025 0:00,2,NA,0,M,Y,False,RRN8035171832,485994,0.80 EUR,1.50%,0.10 EUR,0,card_present_swipe,0
1240,0,432585,511380,5999,DE,MID956418,Merchant 195|DE,USD,USD,476.23,476.23,1.0,7/4/2025 0:00,2,NA,0,M,Y,False,RRN1646600629,981069,7.24 USD,1.50%,0.10 USD,0,card_present_swipe,0
1240,0,463446,558261,4511,GB,MID695689,Demo Merchant 864|GB,EUR,EUR,1203.79,1203.79,1.0,6/14/2025,81,05,2,P,Y,True,RRN9375262813,159095,29.04 EUR,2.40%,0.15 EUR,1,ecommerce_3ds,1
1240,0,448573,533496,5541,CA,MID173944,Merchant 246|CA,USD,USD,209.59,209.59,1.0,7/6/2025 0:00,5,NA,0,M,Y,False,RRN3219918446,329812,3.24 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,448008,549197,4511,US,MID969030,Merchant 497|US,USD,USD,44.13,44.13,1.0,8/11/2025 0:00,90,NA,0,M,Y,False,RRN7654282811,889677,0.76 USD,1.50%,0.10 USD,0,card_present_contactless,0
1240,0,499553,537186,5541,CA,MID519123,Merchant 443|CA,EUR,EUR,125.39,125.39,1.0,6/11/2025 0:00,5,NA,0,M,Y,False,RRN8999514441,583032,1.98 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,474338,553707,4111,ES,MID980034,Demo Merchant 598|ES,USD,USD,189.3,189.3,1.0,8/22/2025,81,05,2,U,R,False,RRN6130718701,614186,4.31 USD,2.20%,0.15 USD,1,ecommerce_3ds,1
1240,0,405794,520864,4789,GB,MID587601,Demo Merchant 366|GB,GBP,GBP,1222.85,1222.85,1.0,6/12/2025,81,07,2,U,U,False,RRN5091512619,164168,27.05 GBP,2.20%,0.15 GBP,1,ecommerce_non3ds,0
1240,0,476435,544742,5411,GB,MID649394,Merchant 305|GB,USD,USD,58.06,58.06,1.0,7/20/2025 0:00,5,NA,0,M,Y,False,RRN3488846430,648792,0.97 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,450577,532930,5542,US,MID573119,Merchant 962|US,USD,USD,262.46,262.46,1.0,8/15/2025 0:00,5,NA,0,M,Y,False,RRN1294996811,199709,4.04 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,474606,533793,5999,US,MID291145,Merchant 508|US,USD,USD,351.24,351.24,1.0,6/9/2025 0:00,5,NA,0,M,Y,False,RRN8292757715,234471,5.37 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,415977,532449,5541,GB,MID798594,Merchant 445|GB,USD,USD,96.63,96.63,1.0,7/5/2025 0:00,90,NA,0,M,Y,False,RRN6851610800,431733,1.55 USD,1.50%,0.10 USD,0,card_present_contactless,0
1240,0,484137,552684,4511,FR,MID951862,Merchant 394|FR,EUR,EUR,116.62,116.62,1.0,8/3/2025 0:00,5,NA,0,M,Y,False,RRN2837870788,930753,1.85 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,491501,540132,5541,DE,MID132078,Merchant 574|DE,EUR,EUR,401.58,401.58,1.0,6/24/2025 0:00,5,NA,0,M,Y,False,RRN4916503678,911328,6.12 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,484244,558961,5542,GB,MID222145,Merchant 327|GB,USD,USD,480.98,480.98,1.0,7/30/2025 0:00,5,NA,0,M,Y,True,RRN9563196198,847806,7.31 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,484028,527472,5541,DE,MID804437,Merchant 739|DE,USD,USD,150.97,150.97,1.0,6/2/2025 0:00,2,NA,0,M,Y,True,RRN8114623573,197518,2.36 USD,1.50%,0.10 USD,0,card_present_swipe,0
1240,0,444826,533613,5541,DE,MID350345,Merchant 208|DE,EUR,EUR,226.94,226.94,1.0,6/4/2025 0:00,90,NA,0,M,Y,False,RRN3640518466,271211,3.50 EUR,1.50%,0.10 EUR,0,card_present_contactless,0
1240,0,488985,557152,5411,CA,MID921952,Merchant 844|CA,USD,USD,212.95,212.95,1.0,7/7/2025 0:00,5,NA,0,M,Y,True,RRN9444359109,355486,3.29 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,451671,516548,5999,ES,MID311977,Demo Merchant 379|ES,RON,RON,648.74,648.74,1.0,6/22/2025,81,00,0,N,N,False,RRN1568580295,937627,14.42 RON,2.20%,0.15 RON,1,ecommerce_non3ds,0
1240,0,439671,556597,5999,DE,MID635132,Merchant 272|DE,USD,USD,384.16,384.16,1.0,6/15/2025 0:00,2,NA,0,M,Y,False,RRN9501691511,247342,5.86 USD,1.50%,0.10 USD,0,card_present_swipe,0
1240,0,439524,534053,5541,CA,MID203587,Merchant 217|CA,USD,USD,23.96,23.96,1.0,8/23/2025 0:00,90,NA,0,M,Y,True,RRN5699017567,182326,0.46 USD,1.50%,0.10 USD,0,card_present_contactless,0
1240,0,462590,542290,5999,DE,MID925735,Demo Merchant 751|DE,GBP,GBP,1183.51,1183.51,1.0,8/6/2025,81,06,2,P,N,True,RRN6190578399,133844,28.55 GBP,2.40%,0.15 GBP,1,ecommerce_3ds,1
1240,0,484194,553351,5999,DE,MID377117,Merchant 377|DE,USD,USD,432.51,432.51,1.0,6/12/2025 0:00,5,NA,0,M,Y,False,RRN9468626397,432050,6.59 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,417409,526239,5541,GB,MID856075,Merchant 140|GB,EUR,EUR,229.3,229.3,1.0,7/9/2025 0:00,5,NA,0,M,Y,False,RRN7626621781,794603,3.54 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,430123,532647,5999,GB,MID822260,Merchant 213|GB,USD,USD,482.56,482.56,1.0,6/16/2025 0:00,5,NA,0,M,Y,True,RRN6475033228,626473,7.34 USD,1.50%,0.10 USD,0,card_present_chip,0
1240,0,454262,534147,5999,GB,MID260677,Merchant 997|GB,EUR,EUR,443.08,443.08,1.0,6/5/2025 0:00,5,NA,0,M,Y,False,RRN9596487550,628047,6.75 EUR,1.50%,0.10 EUR,0,card_present_chip,0
1240,0,430061,534635,5411,US,MID604973,Merchant 684|US,USD,USD,295.66,295.66,1.0,8/3/2025 0:00,90,NA,0,M,Y,False,RRN8446139428,313586,4.53 USD,1.50%,0.10 USD,0,card_present_contactless,0
