c_mti,mc_processing_code,mc_acquirer_bin,mc_issuer_bin,mc_merchant_category_code,mc_merchant_country_code,mc_card_acceptor_id_code,mc_card_acceptor_name_location,mc_transaction_currency_code,mc_settlement_currency_code,mc_transaction_amount,mc_settlement_amount,mc_exchange_rate,mc_presentment_date,mc_pos_entry_mode,mc_eci_indicator,mc_ucaf_collection_indicator,mc_cvv2_result_code,mc_avs_result_code,mc_cross_border_indicator,mc_retrieval_reference_number,mc_auth_id_response,interchange_fee,rate_pct,fixed_fee,mcc_group,downgraded,channel_type,cross_border_flag
1240,0,417606,553800,4511,ES,MID340021,Demo Merchant 934|ES,EUR,EUR,356.52,356.52,1.0,2025-06-08,5,,0,M,A,False,RRN7016010429,925116,5.93,1.6633,0.05 EUR,airline,0,card_present,False
1240,0,408467,517230,5542,FR,MID537115,Demo Merchant 997|FR,CAD,CAD,1178.56,1178.56,1.0,2025-06-05,81,0.0,0,U,A,False,RRN3689030188,987622,,,,fuel,1,,
1240,0,445856,530543,4511,ES,MID811332,Demo Merchant 172|ES,USD,USD,124.43,124.43,1.0,2025-06-25,81,0.0,0,M,R,False,RRN6148486655,765746,2.89,2.3226,0.15 USD,airline,1,ecommerce,False
1240,0,446958,538008,4111,FR,MID734066,Demo Merchant 203|FR,CAD,USD,394.24,291.74,0.74,2025-07-05,5,,0,U,Z,False,RRN1432989951,849154,4.57,1.1592,0.05 USD,other,0,card_present,False
1240,0,409645,533665,4511,FR,MID105610,Demo Merchant 195|FR,GBP,GBP,933.51,933.51,1.0,2025-06-15,90,,0,M,A,False,RRN6619587412,346391,15.45,1.655,0.05 GBP,airline,0,card_present,False
1240,0,457795,535444,5812,DE,MID276315,Demo Merchant 896|DE,RON,RON,318.44,318.44,1.0,2025-07-20,81,6.0,2,M,Z,True,RRN7597617072,541767,6.63,2.082,0.10 RON,other,0,ecommerce,True
1240,0,408509,511561,5411,IT,MID398723,Demo Merchant 304|IT,USD,USD,817.68,817.68,1.0,2025-07-25,2,,0,U,Y,False,RRN3858654547,423080,8.21,1.0041,0.03 USD,supermarket,0,card_present,False
1240,0,405893,537703,5411,DE,MID326688,Demo Merchant 191|DE,USD,USD,1346.78,1346.78,1.0,2025-07-27,5,,0,P,R,False,RRN2568211007,971297,13.5,1.0024,0.03 USD,supermarket,0,card_present,False
1240,0,470114,530411,4511,RO,MID789808,Demo Merchant 514|RO,EUR,USD,80.89,87.36,1.08,2025-07-25,1,,0,P,A,False,RRN3842873584,774152,1.8,2.2252,0.10 USD,airline,1,card_present,False
1240,0,413622,515721,4511,RO,MID654843,Demo Merchant 965|RO,EUR,EUR,993.68,993.68,1.0,2025-08-24,1,,0,U,N,False,RRN4627477612,659426,19.48,1.9604,0.10 EUR,airline,1,card_present,False
1240,180000,412009,510155,5541,AU,MID141604,Demo Merchant 483|AU,RON,USD,1242.38,1446.38,1.1642,2025-06-07,2,,0,P,A,True,RRN2454381707,277400,,,,fuel,1,,
1240,0,464334,534408,5732,DE,MID734096,Demo Merchant 746|DE,EUR,EUR,1463.08,1463.08,1.0,2025-07-24,90,,0,N,R,True,RRN7431843876,430619,25.65,1.7532,0.05 EUR,other,0,card_present,True
1240,0,485012,527525,5812,CA,MID819209,Demo Merchant 508|CA,USD,USD,1261.74,1261.74,1.0,2025-06-23,81,7.0,0,M,Z,False,RRN3787636577,818759,27.91,2.212,0.15 USD,other,1,ecommerce,False
1240,0,432640,543333,5541,CA,MID550237,Demo Merchant 985|CA,USD,USD,418.65,418.65,1.0,2025-07-24,81,6.0,2,P,N,False,RRN2368291128,768854,,,,fuel,1,,
1240,0,442901,539059,4111,US,MID232823,Demo Merchant 769|US,GBP,GBP,1168.58,1168.58,1.0,2025-07-28,81,,0,U,R,False,RRN2003142586,293623,25.86,2.2129,0.15 GBP,other,1,ecommerce,False
1240,0,488758,540729,5732,US,MID609679,Demo Merchant 627|US,EUR,EUR,1403.08,1403.08,1.0,2025-07-24,90,,0,N,Y,False,RRN3220904666,729088,21.8,1.5537,0.05 EUR,other,0,card_present,False
1240,0,465477,514201,5542,DE,MID826050,Demo Merchant 223|DE,GBP,GBP,1106.98,1106.98,1.0,2025-07-18,90,,0,P,Y,False,RRN6136597933,193992,16.68,1.5068,0.08 GBP,fuel,1,card_present,False
1240,0,410800,514285,5732,CA,MID466136,Demo Merchant 164|CA,RON,RON,624.85,624.85,1.0,2025-07-13,2,,0,P,N,True,RRN8437122445,485645,13.22,2.1157,0.10 RON,other,1,card_present,True
1240,0,415871,511767,4111,IT,MID660351,Demo Merchant 872|IT,USD,USD,1206.79,1206.79,1.0,2025-06-05,2,,0,U,U,False,RRN7320854502,337388,23.03,1.9084,0.10 USD,other,1,card_present,False
1240,0,420410,523630,5812,RO,MID512775,Demo Merchant 987|RO,GBP,USD,726.05,929.34,1.28,2025-07-30,1,,0,U,N,True,RRN2260288527,782941,19.62,2.7023,0.10 USD,other,1,card_present,True
1240,180000,480035,531109,5732,AU,MID537511,Demo Merchant 927|AU,USD,USD,627.28,627.28,1.0,2025-06-11,2,,0,N,A,False,RRN3234551646,831405,12.02,1.9162,0.10 USD,other,1,card_present,False
1240,0,471789,514140,5812,CA,MID343276,Demo Merchant 727|CA,EUR,EUR,1050.91,1050.91,1.0,2025-06-26,2,,0,N,Z,False,RRN7245670469,746815,20.07,1.9098,0.10 EUR,other,1,card_present,False
1240,0,477080,548933,4511,FR,MID325994,Demo Merchant 185|FR,CAD,CAD,275.46,275.46,1.0,2025-06-23,81,7.0,0,M,Y,True,RRN2045291999,464306,6.76,2.4541,0.15 CAD,airline,1,ecommerce,True
1240,180000,457033,521274,5411,AU,MID426016,Demo Merchant 543|AU,CAD,CAD,983.42,983.42,1.0,2025-07-26,5,,0,U,Z,False,RRN9686769715,611169,9.86,1.0026,0.03 CAD,supermarket,0,card_present,False
1240,0,420935,547322,5541,RO,MID417351,Demo Merchant 743|RO,RON,RON,1484.08,1484.08,1.0,2025-06-23,5,,0,N,Z,False,RRN4199136121,199033,22.34,1.5053,0.08 RON,fuel,1,card_present,False
1240,0,465384,557121,5732,RO,MID258828,Demo Merchant 732|RO,EUR,EUR,650.54,650.54,1.0,2025-06-27,81,7.0,0,U,U,False,RRN6570901687,347537,14.46,2.2228,0.15 EUR,other,1,ecommerce,False
1240,180000,401160,553264,5411,IT,MID125585,Demo Merchant 244|IT,RON,RON,700.05,700.05,1.0,2025-07-04,1,,0,U,Y,False,RRN8561996581,768057,7.03,1.0042,0.03 RON,supermarket,0,card_present,False
1240,0,457809,559051,4111,FR,MID775201,Demo Merchant 830|FR,RON,RON,529.42,529.42,1.0,2025-07-15,81,7.0,0,U,A,False,RRN1396286512,109638,11.8,2.2289,0.15 RON,other,1,ecommerce,False
1240,0,459009,539323,5732,DE,MID495940,Demo Merchant 264|DE,EUR,EUR,501.85,501.85,1.0,2025-07-04,81,,0,N,R,False,RRN8756108387,489967,11.19,2.2297,0.15 EUR,other,1,ecommerce,False
1240,180000,448003,535919,4789,IT,MID103922,Demo Merchant 768|IT,USD,USD,350.28,350.28,1.0,2025-07-30,5,,0,U,N,False,RRN7921546488,845819,5.48,1.5645,0.05 USD,other,0,card_present,False
1240,0,487560,513549,5542,US,MID690646,Demo Merchant 529|US,GBP,GBP,277.54,277.54,1.0,2025-07-04,81,6.0,2,N,R,False,RRN3037586312,500215,,,,fuel,1,,
1240,180000,490964,553291,5812,DE,MID142236,Demo Merchant 156|DE,RON,EUR,1363.27,272.65,0.2,2025-07-01,1,,0,P,U,False,RRN8487087451,749219,5.28,0.3873,0.10 EUR,other,1,card_present,False
1240,0,456101,525012,5411,AU,MID663988,Demo Merchant 616|AU,CAD,CAD,1369.37,1369.37,1.0,2025-08-01,5,,0,N,Y,False,RRN1283169678,635297,13.72,1.0019,0.03 CAD,supermarket,0,card_present,False
1240,0,465083,529074,5542,ES,MID959007,Demo Merchant 500|ES,CAD,CAD,1240.68,1240.68,1.0,2025-07-12,5,,0,U,N,True,RRN2232382684,665043,,,,fuel,1,,
1240,0,420005,515045,5812,RO,MID911132,Demo Merchant 867|RO,CAD,CAD,88.98,88.98,1.0,2025-07-14,81,,0,M,R,True,RRN7971200752,860956,2.29,2.5736,0.15 CAD,other,1,ecommerce,True
1240,0,422450,551637,5542,FR,MID609151,Demo Merchant 477|FR,EUR,EUR,940.41,940.41,1.0,2025-08-05,2,,0,P,U,False,RRN8199211586,756529,14.19,1.5089,0.08 EUR,fuel,1,card_present,False
1240,0,420736,539967,4111,AU,MID126368,Demo Merchant 314|AU,EUR,EUR,655.16,655.16,1.0,2025-08-23,2,,0,P,R,False,RRN1906019609,444498,12.55,1.9156,0.10 EUR,other,1,card_present,False
1240,0,480518,518321,5999,RO,MID622633,Demo Merchant 449|RO,CAD,CAD,570.9,570.9,1.0,2025-07-14,90,,0,N,R,False,RRN1687320762,156336,8.9,1.5589,0.05 CAD,other,0,card_present,False
1240,0,451333,536038,4789,GB,MID661181,Demo Merchant 841|GB,GBP,GBP,573.51,573.51,1.0,2025-08-14,81,,0,P,Z,False,RRN2405703056,475151,12.77,2.2266,0.15 GBP,other,1,ecommerce,False
1240,0,404903,522131,5732,ES,MID888107,Demo Merchant 352|ES,USD,USD,939.3,939.3,1.0,2025-07-27,81,5.0,2,M,Z,True,RRN2097407785,298945,19.36,2.0611,0.10 USD,other,0,ecommerce,True
1240,0,409176,543218,5542,CA,MID166645,Demo Merchant 775|CA,EUR,EUR,1104.57,1104.57,1.0,2025-07-15,1,,0,N,Y,False,RRN2816023884,583789,16.65,1.5074,0.08 EUR,fuel,1,card_present,False
1240,200000,486645,514736,5541,CA,MID346401,Demo Merchant 104|CA,EUR,EUR,214.15,214.15,1.0,2025-08-27,5,,0,U,U,False,RRN2316106352,353926,0.0,0.0,,fuel,1,,
1240,0,447555,517569,5542,AU,MID319515,Demo Merchant 669|AU,USD,USD,1064.17,1064.17,1.0,2025-07-26,1,,0,U,A,True,RRN9221761519,748234,,,,fuel,1,,
1240,0,409678,513614,5411,GB,MID998799,Demo Merchant 680|GB,EUR,EUR,1050.59,1050.59,1.0,2025-06-21,81,,0,N,A,True,RRN1655663743,832453,,,,supermarket,1,,
1240,0,475905,552010,5999,FR,MID228788,Demo Merchant 229|FR,RON,RON,139.49,139.49,1.0,2025-07-30,81,7.0,0,P,R,False,RRN8157493105,455057,3.22,2.3084,0.15 RON,other,1,ecommerce,False
1240,0,481452,545199,5999,AU,MID198106,Demo Merchant 582|AU,RON,RON,1305.31,1305.31,1.0,2025-07-02,2,,0,N,Z,True,RRN7248094456,175445,27.51,2.1075,0.10 RON,other,1,card_present,True
1240,0,430754,555833,5732,FR,MID603798,Demo Merchant 538|FR,CAD,CAD,425.24,425.24,1.0,2025-06-18,81,,0,M,N,False,RRN3933403162,245540,9.51,2.2364,0.15 CAD,other,1,ecommerce,False
1240,180000,460433,557363,5411,FR,MID358971,Demo Merchant 995|FR,EUR,EUR,920.37,920.37,1.0,2025-08-12,81,7.0,0,N,A,False,RRN7171967721,182830,,,,supermarket,1,,
1240,0,468739,535777,5812,IT,MID293456,Demo Merchant 390|IT,GBP,USD,1006.83,1288.74,1.28,2025-06-11,90,,0,N,R,True,RRN2291035162,428802,22.6,2.2447,0.05 USD,other,0,card_present,True
1240,0,430853,537394,4111,DE,MID563593,Demo Merchant 331|DE,CAD,CAD,1288.64,1288.64,1.0,2025-06-01,1,,0,U,A,False,RRN9829991225,347544,24.58,1.9074,0.10 CAD,other,1,card_present,False
1240,200000,447746,529216,5541,IT,MID194366,Demo Merchant 348|IT,EUR,EUR,1245.73,1245.73,1.0,2025-07-30,5,,0,N,Z,True,RRN3225650141,162086,0.0,0.0,,fuel,1,,
1240,180000,487648,544515,4789,ES,MID628457,Demo Merchant 690|ES,RON,USD,1041.27,647.98,0.6223,2025-06-03,81,6.0,2,P,U,False,RRN8006788010,879558,14.41,1.3839,0.15 USD,other,1,ecommerce,False
1240,0,422718,523111,5999,DE,MID713166,Demo Merchant 583|DE,RON,RON,473.82,473.82,1.0,2025-08-29,1,,0,N,Y,False,RRN4304682082,941490,9.1,1.9206,0.10 RON,other,1,card_present,False
1240,0,409917,523415,5812,US,MID695437,Demo Merchant 664|US,RON,EUR,1277.19,255.44,0.2,2025-08-17,81,0.0,0,N,Z,False,RRN8966141841,226272,5.77,0.4518,0.15 EUR,other,1,ecommerce,False
1240,0,413601,552845,5542,RO,MID686476,Demo Merchant 366|RO,CAD,CAD,964.07,964.07,1.0,2025-07-26,81,6.0,2,U,R,False,RRN1442593331,427160,,,,fuel,1,,
1240,0,401864,531382,5732,IT,MID553034,Demo Merchant 788|IT,CAD,CAD,704.0,704.0,1.0,2025-06-12,81,0.0,0,N,R,True,RRN4334161501,197032,17.05,2.4219,0.15 CAD,other,1,ecommerce,True
1240,0,496194,513524,4511,IT,MID397956,Demo Merchant 498|IT,EUR,EUR,552.24,552.24,1.0,2025-06-04,81,7.0,0,N,U,True,RRN5464365081,401254,13.4,2.4265,0.15 EUR,airline,1,ecommerce,True
1240,0,470834,513923,5812,GB,MID673096,Demo Merchant 525|GB,CAD,CAD,801.24,801.24,1.0,2025-07-05,81,,0,M,Z,True,RRN6514568514,452186,19.38,2.4188,0.15 CAD,other,1,ecommerce,True
1240,0,473178,522479,5542,CA,MID604244,Demo Merchant 237|CA,USD,USD,409.16,409.16,1.0,2025-08-20,81,7.0,0,U,U,True,RRN4075651995,306941,,,,fuel,1,,
1240,0,446653,534318,5812,AU,MID869455,Demo Merchant 777|AU,USD,USD,947.18,947.18,1.0,2025-07-02,2,,0,N,U,True,RRN8309797933,799145,19.99,2.1105,0.10 USD,other,1,card_present,True
1240,0,492760,545412,4789,RO,MID681425,Demo Merchant 243|RO,RON,RON,524.96,524.96,1.0,2025-08-08,81,0.0,0,P,Y,True,RRN3768639410,497449,12.75,2.4288,0.15 RON,other,1,ecommerce,True
1240,200000,464703,514499,5999,FR,MID798451,Demo Merchant 769|FR,EUR,EUR,220.94,220.94,1.0,2025-07-26,81,5.0,2,N,A,False,RRN5626814261,216112,0.0,0.0,,other,1,,
1240,0,457661,555835,5541,AU,MID663443,Demo Merchant 846|AU,USD,USD,273.44,273.44,1.0,2025-07-01,81,,0,N,Y,True,RRN6350007797,137907,,,,fuel,1,,
1240,0,449958,532607,5541,ES,MID649754,Demo Merchant 519|ES,RON,USD,918.58,1223.27,1.3317,2025-07-29,90,,0,M,A,False,RRN8339845380,959592,18.43,2.0064,0.08 USD,fuel,1,card_present,False
1240,0,429936,514290,5541,US,MID196645,Demo Merchant 235|US,EUR,EUR,1294.64,1294.64,1.0,2025-07-24,2,,0,M,N,True,RRN7268278604,426687,,,,fuel,1,,
1240,0,430736,517267,5732,ES,MID490300,Demo Merchant 424|ES,RON,RON,204.35,204.35,1.0,2025-08-02,90,,0,M,N,False,RRN7524184228,663905,3.22,1.5757,0.05 RON,other,0,card_present,False
1240,0,409981,546334,5812,US,MID495538,Demo Merchant 182|US,RON,RON,566.74,566.74,1.0,2025-07-06,2,,0,U,U,False,RRN7310617054,791673,10.87,1.918,0.10 RON,other,1,card_present,False
1240,0,426543,514980,5542,AU,MID517235,Demo Merchant 628|AU,RON,RON,718.94,718.94,1.0,2025-06-18,2,,0,M,N,False,RRN5494984094,197875,10.86,1.5106,0.08 RON,fuel,1,card_present,False
1240,0,436686,551618,5541,GB,MID372296,Demo Merchant 243|GB,CAD,CAD,1454.52,1454.52,1.0,2025-07-19,5,,0,P,N,True,RRN5663235606,987450,,,,fuel,1,,
1240,0,488163,513188,5411,GB,MID156667,Demo Merchant 111|GB,RON,RON,84.09,84.09,1.0,2025-08-27,81,0.0,0,M,A,False,RRN2837853190,403944,,,,supermarket,1,,
1240,0,422682,532462,4789,FR,MID940562,Demo Merchant 359|FR,CAD,CAD,938.43,938.43,1.0,2025-07-24,90,,0,P,A,True,RRN1213768683,801201,16.47,1.7551,0.05 CAD,other,0,card_present,True
1240,0,444899,534704,5541,DE,MID853847,Demo Merchant 643|DE,GBP,GBP,1472.3,1472.3,1.0,2025-07-01,2,,0,U,A,False,RRN9003005212,887965,22.16,1.5051,0.08 GBP,fuel,1,card_present,False
1240,0,449048,554300,4511,DE,MID629342,Demo Merchant 141|DE,USD,USD,50.55,50.55,1.0,2025-06-02,81,6.0,2,N,Y,True,RRN4216020655,661819,1.36,2.6904,0.15 USD,airline,1,ecommerce,True
1240,0,467733,518513,5541,GB,MID690897,Demo Merchant 873|GB,CAD,CAD,300.56,300.56,1.0,2025-07-19,90,,0,P,R,False,RRN3987805858,794067,4.59,1.5271,0.08 CAD,fuel,1,card_present,False
1240,0,448055,532023,4511,US,MID352223,Demo Merchant 562|US,CAD,CAD,1007.15,1007.15,1.0,2025-07-04,1,,0,U,R,True,RRN5372823719,481182,21.75,2.1596,0.10 CAD,airline,1,card_present,True
1240,0,416541,512027,5732,US,MID480163,Demo Merchant 905|US,USD,USD,977.98,977.98,1.0,2025-07-13,81,0.0,0,P,U,True,RRN8985829785,659580,23.62,2.4152,0.15 USD,other,1,ecommerce,True
1240,0,480362,529272,4789,ES,MID294176,Demo Merchant 797|ES,CAD,CAD,1140.85,1140.85,1.0,2025-07-11,5,,0,N,U,False,RRN3674366029,871482,17.73,1.5541,0.05 CAD,other,0,card_present,False
1240,0,480640,541254,5999,GB,MID471416,Demo Merchant 248|GB,CAD,CAD,927.37,927.37,1.0,2025-07-23,81,7.0,0,M,N,False,RRN9866462975,896631,20.55,2.2159,0.15 CAD,other,1,ecommerce,False
1240,0,405159,558526,5732,GB,MID440293,Demo Merchant 601|GB,GBP,GBP,206.0,206.0,1.0,2025-08-20,2,,0,M,R,False,RRN5305756833,751289,4.01,1.9466,0.10 GBP,other,1,card_present,False
1240,0,458516,549179,5542,ES,MID730710,Demo Merchant 812|ES,USD,USD,440.87,440.87,1.0,2025-07-07,81,6.0,2,N,Y,True,RRN9451364721,387388,,,,fuel,1,,
1240,0,411224,518749,4111,GB,MID695673,Demo Merchant 399|GB,USD,USD,123.01,123.01,1.0,2025-07-15,5,,0,P,Y,True,RRN1312307542,991023,2.2,1.7885,0.05 USD,other,0,card_present,True
1240,0,471847,523260,5732,CA,MID603905,Demo Merchant 398|CA,CAD,CAD,1108.96,1108.96,1.0,2025-06-29,81,7.0,0,P,N,False,RRN9908920601,512387,24.55,2.2138,0.15 CAD,other,1,ecommerce,False
1240,0,457676,552047,4789,CA,MID124965,Demo Merchant 791|CA,GBP,EUR,773.38,833.7,1.078,2025-08-28,90,,0,P,Y,False,RRN2121089637,153395,12.97,1.6771,0.05 EUR,other,0,card_present,False
1240,0,432012,523265,4789,GB,MID281997,Demo Merchant 177|GB,CAD,CAD,1170.22,1170.22,1.0,2025-06-10,81,5.0,2,M,Y,False,RRN9267862858,562179,21.75,1.8586,0.10 CAD,other,0,ecommerce,False
1240,0,494326,512277,5812,DE,MID885684,Demo Merchant 505|DE,USD,USD,112.11,112.11,1.0,2025-07-30,90,,0,N,R,True,RRN7884290707,896292,2.01,1.7929,0.05 USD,other,0,card_present,True
1240,0,426095,515382,5999,GB,MID722989,Demo Merchant 447|GB,GBP,GBP,955.63,955.63,1.0,2025-08-14,1,,0,N,N,True,RRN6530118199,520322,20.17,2.1106,0.10 GBP,other,1,card_present,True
1240,0,464644,522111,4111,FR,MID222686,Demo Merchant 979|FR,GBP,USD,561.52,718.75,1.28,2025-07-20,81,7.0,0,P,U,False,RRN4933326605,357898,15.96,2.8423,0.15 USD,other,1,ecommerce,False
1240,200000,418166,544996,5542,DE,MID747020,Demo Merchant 959|DE,CAD,CAD,513.45,513.45,1.0,2025-06-16,5,,0,U,N,False,RRN4366836157,379605,0.0,0.0,,fuel,1,,
1240,0,429671,544472,5542,US,MID798775,Demo Merchant 840|US,EUR,USD,116.04,125.32,1.08,2025-07-03,81,5.0,2,P,R,False,RRN8020534665,246040,,,,fuel,1,,
1240,0,406521,557062,5812,ES,MID366630,Demo Merchant 220|ES,USD,USD,948.24,948.24,1.0,2025-06-15,1,,0,U,U,False,RRN3984697678,249452,18.12,1.9109,0.10 USD,other,1,card_present,False
1240,0,491959,544767,4789,ES,MID764085,Demo Merchant 322|ES,EUR,EUR,345.72,345.72,1.0,2025-08-14,81,,0,M,U,False,RRN3773490471,813568,7.76,2.2446,0.15 EUR,other,1,ecommerce,False
1240,0,445366,511911,5541,CA,MID765798,Demo Merchant 910|CA,GBP,GBP,1043.34,1043.34,1.0,2025-06-14,81,0.0,0,N,N,False,RRN5109241614,383833,,,,fuel,1,,
1240,0,442074,544767,5411,US,MID437423,Demo Merchant 833|US,CAD,CAD,99.44,99.44,1.0,2025-08-08,5,,0,N,N,True,RRN7589082234,162931,,,,supermarket,0,,
1240,0,401514,552859,5541,ES,MID907393,Demo Merchant 444|ES,EUR,EUR,200.39,200.39,1.0,2025-06-06,81,6.0,2,N,R,True,RRN9733146638,694491,,,,fuel,1,,
1240,0,486833,542066,4511,RO,MID900073,Demo Merchant 122|RO,RON,RON,833.72,833.72,1.0,2025-07-30,2,,0,U,Z,False,RRN7896542293,343597,16.36,1.9623,0.10 RON,airline,1,card_present,False
1240,0,492682,523432,4111,GB,MID781642,Demo Merchant 820|GB,GBP,GBP,649.6,649.6,1.0,2025-06-17,90,,0,N,N,False,RRN1678624528,639474,10.12,1.5579,0.05 GBP,other,0,card_present,False
1240,0,417065,548293,5812,RO,MID276633,Demo Merchant 941|RO,USD,EUR,327.94,301.7,0.92,2025-06-29,90,,0,U,Y,False,RRN4250938047,378401,4.73,1.4423,0.05 EUR,other,0,card_present,False
1240,200000,455223,541511,5542,AU,MID889783,Demo Merchant 286|AU,USD,USD,558.65,558.65,1.0,2025-06-30,90,,0,U,R,False,RRN5139110332,529604,0.0,0.0,,fuel,1,,
1240,0,420468,517794,4789,DE,MID929027,Demo Merchant 926|DE,CAD,CAD,524.0,524.0,1.0,2025-06-22,2,,0,M,Z,True,RRN9137635438,435295,11.1,2.1183,0.10 CAD,other,1,card_present,True
1240,0,415845,547299,5999,CA,MID330148,Demo Merchant 226|CA,CAD,CAD,667.04,667.04,1.0,2025-07-22,81,0.0,0,M,N,True,RRN5383880859,161960,16.16,2.4226,0.15 CAD,other,1,ecommerce,True
1240,0,494558,527395,5411,RO,MID634557,Demo Merchant 896|RO,EUR,EUR,1080.12,1080.12,1.0,2025-07-09,1,,0,N,Z,False,RRN3883866919,532090,10.83,1.0027,0.03 EUR,supermarket,0,card_present,False
